,system_id,verticalDatum,lastInspection,lastVerified,state,name,mean_diff,std_diff,max_diff,min_diff,n_points
0,3805020011,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,235
1,3805020001,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,392
2,2205000003,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,505
3,5205000273,Unknown,Unknown,Unknown,Unknown,Unknown,0.09663508832454681,0.08661765605211258,0.45751953125,-0.11761474609375,479
4,5205000454,Unknown,Unknown,Unknown,Unknown,Unknown,0.09307397156953812,0.14621761441230774,0.6382560729980469,-0.2350311279296875,46
5,2205000071,Unknown,Unknown,Unknown,Unknown,Unknown,-0.01004327554255724,0.05521373078227043,0.17138671875,-0.116455078125,102
6,3805010100,Unknown,Unknown,Unknown,Unknown,Unknown,0.21913951635360718,0.4699213206768036,2.3044281005859375,-0.02118682861328125,180
7,3205020501,Unknown,Unknown,Unknown,Unknown,Unknown,-8.741969108581543,4.261108875274658,-1.1084588766098022,-12.991971969604492,11
8,4705000009,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,1530
9,6005000020,Unknown,Unknown,Unknown,Unknown,Unknown,1.6783682107925415,0.6117678880691528,3.6220703125,0.7420654296875,140
10,4305000031,Unknown,Unknown,Unknown,Unknown,Unknown,0.0656561329960823,0.05716351047158241,0.18892669677734375,-0.1362152099609375,47
11,5205000462,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,293
12,6005000595,Unknown,Unknown,Unknown,Unknown,Unknown,0.07318115234375,0.09612136334180832,0.356781005859375,-0.2393798828125,89
13,2205000035,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,529
14,5105700001,Unknown,Unknown,Unknown,Unknown,Unknown,0.05947285518050194,0.0947813093662262,0.4682159423828125,-0.2511749267578125,907
15,2305340003,Unknown,Unknown,Unknown,Unknown,Unknown,0.2943941056728363,0.514499306678772,1.582275390625,-0.7433547973632812,57
16,5205000122,Unknown,Unknown,Unknown,Unknown,Unknown,0.17330768704414368,0.19960592687129974,1.0037765502929688,0.0410618782043457,38
17,5205000262,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,152
18,4705000063,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,537
19,4705000001,Unknown,Unknown,Unknown,Unknown,Unknown,0.10533534735441208,0.10991905629634857,0.496734619140625,-0.204742431640625,474
20,5505000324,Unknown,Unknown,Unknown,Unknown,Unknown,3.9149210453033447,0.2125658094882965,4.273310661315918,3.3682069778442383,1472
21,6005000023,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,96
22,5005000011,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,417
23,3605000066,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,85
24,3405000096,Unknown,Unknown,Unknown,Unknown,Unknown,0.04938369244337082,0.1612727791070938,0.4584197998046875,-0.12163925170898438,72
25,4905000073,Unknown,Unknown,Unknown,Unknown,Unknown,0.07735595852136612,0.11788353323936462,0.523956298828125,-0.075775146484375,35
26,5105190002,Unknown,Unknown,Unknown,Unknown,Unknown,6.015583515167236,1.5532780885696411,9.800155639648438,2.5975494384765625,3474
27,4705000025,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,393
28,3205010202,Unknown,Unknown,Unknown,Unknown,Unknown,-0.23782603442668915,0.27022847533226013,0.32757568359375,-0.6560211181640625,12
29,2205000062,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,1548
30,4705000003,Unknown,Unknown,Unknown,Unknown,Unknown,0.5123159885406494,0.8549439311027527,2.432769775390625,-0.697052001953125,1203
31,5205000721,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,712
32,4705000154,Unknown,Unknown,Unknown,Unknown,Unknown,0.07179760187864304,0.12097585946321487,0.825531005859375,-0.6241455078125,119
33,5705000037,Unknown,Unknown,Unknown,Unknown,Unknown,0.5752631425857544,0.2353038489818573,0.955352783203125,-0.037445068359375,27
34,6005000545,Unknown,Unknown,Unknown,Unknown,Unknown,-0.11601156741380692,0.37917304039001465,2.411529541015625,-1.953582763671875,167
35,4705000094,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,162
36,4905000019,Unknown,Unknown,Unknown,Unknown,Unknown,-0.052758533507585526,0.03589235618710518,0.0353851318359375,-0.1284637451171875,48
37,5205000181,Unknown,Unknown,Unknown,Unknown,Unknown,0.09873317927122116,0.09106475859880447,0.3795609474182129,-0.2422175407409668,126
38,2205000008,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,2036
39,3405000073,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,82
40,5705000001,Unknown,Unknown,Unknown,Unknown,Unknown,-0.07852835953235626,0.05107094720005989,0.026763916015625,-0.2479248046875,23
41,4705000056,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,461
42,3005000006,Unknown,Unknown,Unknown,Unknown,Unknown,-17.12153434753418,8.729326248168945,9.298492431640625,-27.587722778320312,2228
43,5105510001,Unknown,Unknown,Unknown,Unknown,Unknown,-0.0761726126074791,0.06467617303133011,0.110443115234375,-0.4600830078125,1724
44,4305000019,Unknown,Unknown,Unknown,Unknown,Unknown,0.1853351593017578,0.2555348575115204,0.9331512451171875,-0.4208984375,56
45,4905000077,Unknown,Unknown,Unknown,Unknown,Unknown,0.0032897950150072575,0.04287250339984894,0.076568603515625,-0.0784912109375,10
46,5205000481,Unknown,Unknown,Unknown,Unknown,Unknown,0.07225406169891357,0.07156544178724289,0.16669178009033203,-0.23447322845458984,64
47,3805010092,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,1099
48,3905000026,Unknown,Unknown,Unknown,Unknown,Unknown,0.12794078886508942,0.09933940321207047,0.315673828125,-0.032684326171875,11
49,5605110001,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,179
50,4705000150,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,166
51,5605890001,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,11915
52,4705000122,Unknown,Unknown,Unknown,Unknown,Unknown,0.7946421504020691,1.9850785732269287,8.579437255859375,-1.04803466796875,248
53,3405000032,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,1218
54,5105260008,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,1846
55,5205020051,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,293
56,4705000007,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,855
57,3805030009,Unknown,Unknown,Unknown,Unknown,Unknown,0.08609716594219208,0.0927945002913475,0.4120635986328125,-0.06109619140625,110
58,5005900701,Unknown,Unknown,Unknown,Unknown,Unknown,-0.33874499797821045,0.12356113642454147,-0.1173865795135498,-0.555004358291626,22
59,3805010050,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,573
60,2105000002,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,184
61,4905000023,Unknown,Unknown,Unknown,Unknown,Unknown,-0.08388802409172058,0.03474261611700058,0.0076141357421875,-0.1509552001953125,35
62,2205000058,Unknown,Unknown,Unknown,Unknown,Unknown,0.007964082062244415,0.059179291129112244,0.177978515625,-0.1690673828125,182
63,4105000005,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,552
64,3705000025,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,787
65,5805000048,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,268
66,5305000046,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,241
67,5505000008,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,2008
68,5505000018,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,421
69,4705000016,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,467
70,4705000064,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,526
71,5605080001,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,2019
72,4705000059,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,483
73,4305000003,Unknown,Unknown,Unknown,Unknown,Unknown,-5.159958839416504,16.6675968170166,2.128936767578125,-58.285400390625,51
74,3405000098,Unknown,Unknown,Unknown,Unknown,Unknown,-0.18815410137176514,0.07910753786563873,-0.07263565063476562,-0.44586181640625,32
75,4705000153,Unknown,Unknown,Unknown,Unknown,Unknown,0.6223090291023254,0.8604392409324646,3.91180419921875,0.01800537109375,79
76,5705000098,Unknown,Unknown,Unknown,Unknown,Unknown,0.5264853239059448,0.5299392342567444,3.520538330078125,-1.410491943359375,762
77,5705000043,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,146
78,4705000014,Unknown,Unknown,Unknown,Unknown,Unknown,1.179452896118164,1.7469358444213867,7.297271728515625,-0.197662353515625,440
79,5105620001,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,235
80,5805000007,Unknown,Unknown,Unknown,Unknown,Unknown,0.4637281000614166,0.16715598106384277,1.041290283203125,0.186431884765625,61
81,4705000022,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,242
82,3405000028,Unknown,Unknown,Unknown,Unknown,Unknown,0.1538805067539215,0.03870240971446037,0.3471660614013672,-0.07773494720458984,225
83,4905000075,Unknown,Unknown,Unknown,Unknown,Unknown,0.0479445680975914,0.04480099678039551,0.16229248046875,-0.088104248046875,21
84,3005000001,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,546
85,3805010080,Unknown,Unknown,Unknown,Unknown,Unknown,0.015953969210386276,1.4118634462356567,8.02923583984375,-0.625244140625,59
86,2305010002,Unknown,Unknown,Unknown,Unknown,Unknown,-0.111304871737957,0.1090983897447586,0.45867919921875,-0.412689208984375,63
87,6005000670,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,333
88,3705000010,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,63
89,5205000047,Unknown,Unknown,Unknown,Unknown,Unknown,2.6833813190460205,0.6489415168762207,3.6521778106689453,1.4798660278320312,35
90,2305070001,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,54
91,6005000013,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,118
92,3405000052,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,1280
93,3005000008,Unknown,Unknown,Unknown,Unknown,Unknown,3.1198813915252686,2.0850071907043457,6.1756439208984375,0.000701904296875,392
94,5705000020,Unknown,Unknown,Unknown,Unknown,Unknown,-0.4269459545612335,0.18063442409038544,0.110931396484375,-0.74298095703125,85
95,5205000276,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,151
96,3805010030,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,170
